Cable ID,Injected,Failed,Age_at_first_Fault,1km bins 
2026,0,0,0,1000-2000
2027,1,1,28,1000-2000
2028,0,1,40,3000-4000
2029,0,0,0,0-1000
2030,0,1,34,1000-2000
2031,0,0,0,0-1000
2032,0,0,0,1000-2000
2033,0,0,0,0-1000
2034,0,0,0,0-1000
2035,0,0,0,0-1000
2036,0,0,0,0-1000
2037,0,0,0,0-1000
2038,0,0,0,0-1000
2039,0,0,0,0-1000
2040,0,0,0,0-1000
2041,0,0,0,0-1000
2042,0,0,0,0-1000
2043,1,1,27,0-1000
2044,0,0,0,0-1000
2045,0,0,0,1000-2000
2046,0,0,0,0-1000
2047,0,0,0,0-1000
2048,0,0,0,0-1000
2049,0,0,0,0-1000
2050,0,0,0,0-1000
2051,0,0,0,0-1000
2052,0,0,0,0-1000
2053,0,0,0,0-1000
2054,0,0,0,0-1000
2055,1,0,0,0-1000
2056,0,0,0,0-1000
2057,0,0,0,0-1000
2058,0,1,31,0-1000
2059,0,0,0,0-1000
2060,0,0,0,0-1000
2061,0,0,0,0-1000
2062,0,0,0,0-1000
2063,0,0,0,1000-2000
2064,0,0,0,0-1000
2065,0,0,0,0-1000
2066,0,0,0,0-1000
2067,0,0,0,0-1000
2068,0,0,0,0-1000
2069,0,0,0,0-1000
2070,0,0,0,1000-2000
2071,0,0,0,5000-max
2072,0,0,0,0-1000
2073,0,0,0,0-1000
2074,0,0,0,1000-2000
2075,0,0,0,0-1000
2076,0,0,0,0-1000
2077,0,0,0,0-1000
2078,0,0,0,0-1000
2079,0,0,0,0-1000
2080,1,1,28,0-1000
2081,0,0,0,3000-4000
2082,0,0,0,0-1000
2083,0,0,0,0-1000
2084,0,0,0,2000-3000
2085,0,0,0,0-1000
2086,0,1,42,0-1000
2087,0,0,0,0-1000
2088,0,0,0,0-1000
2089,0,0,0,0-1000
2090,0,0,0,1000-2000
2091,0,0,0,2000-3000
2092,0,0,0,0-1000
2093,0,0,0,0-1000
2094,0,0,0,0-1000
2095,0,0,0,0-1000
2096,0,0,0,0-1000
2097,0,0,0,0-1000
2098,0,0,0,1000-2000
2099,0,0,0,0-1000
2100,1,0,0,2000-3000
2101,0,0,0,0-1000
2102,1,1,35,2000-3000
2103,0,0,0,5000-max
2104,0,0,0,0-1000
2105,0,1,40,1000-2000
2106,0,0,0,0-1000
2107,0,0,0,0-1000
2108,0,0,0,0-1000
2109,0,0,0,0-1000
2110,0,0,0,0-1000
2111,0,0,0,0-1000
2112,0,0,0,0-1000
2113,0,0,0,0-1000
2114,0,0,0,2000-3000
2115,0,0,0,0-1000
2116,0,0,0,0-1000
2117,0,0,0,1000-2000
2118,0,0,0,0-1000
2119,0,0,0,0-1000
2120,0,1,40,0-1000
2121,0,0,0,0-1000
2122,0,0,0,1000-2000
2123,0,0,0,0-1000
2124,1,0,0,0-1000
2125,0,0,0,0-1000
2126,0,0,0,2000-3000
2127,0,0,0,5000-max
2128,0,0,0,0-1000
2129,0,0,0,0-1000
2130,1,1,30,2000-3000
2131,0,0,0,0-1000
2132,0,0,0,0-1000
2133,0,0,0,0-1000
2134,0,0,0,0-1000
2135,0,0,0,0-1000
2136,1,0,0,2000-3000
2137,0,0,0,1000-2000
2138,0,0,0,0-1000
2139,0,0,0,0-1000
2140,0,0,0,0-1000
2141,0,0,0,2000-3000
2142,0,0,0,0-1000
2143,0,0,0,0-1000
2144,0,0,0,0-1000
2145,0,0,0,1000-2000
2146,0,0,0,0-1000
2147,0,1,46,0-1000
2148,0,0,0,0-1000
2149,0,0,0,4000-5000
2150,1,0,0,2000-3000
2151,0,0,0,0-1000
2152,0,0,0,0-1000
2153,1,0,0,0-1000
2154,0,0,0,2000-3000
2155,0,0,0,0-1000
2156,0,0,0,0-1000
2157,1,0,0,0-1000
2158,0,0,0,1000-2000
2159,0,1,5,1000-2000
2160,0,0,0,0-1000
2161,0,0,0,0-1000
2162,0,1,33,2000-3000
2163,0,0,0,0-1000
2164,0,0,0,0-1000
2165,0,0,0,0-1000
2166,0,0,0,0-1000
2167,0,0,0,0-1000
2168,0,0,0,0-1000
2169,0,0,0,0-1000
2170,0,0,0,0-1000
2171,0,0,0,0-1000
2172,0,1,26,0-1000
2173,0,0,0,1000-2000
2174,0,0,0,0-1000
2175,0,0,0,5000-max
2176,1,0,0,0-1000
2177,0,0,0,5000-max
2178,0,0,0,0-1000
2179,0,0,0,0-1000
2180,0,0,0,0-1000
2181,0,0,0,0-1000
2182,0,0,0,0-1000
2183,0,0,0,0-1000
2184,0,0,0,0-1000
2185,0,0,0,0-1000
2186,0,0,0,5000-max
2187,0,0,0,0-1000
2188,0,0,0,0-1000
2189,0,0,0,0-1000
2190,0,0,0,0-1000
2191,0,0,0,2000-3000
2192,0,0,0,0-1000
2193,0,0,0,0-1000
2194,0,0,0,0-1000
2195,0,0,0,0-1000
2196,1,0,0,0-1000
2197,0,0,0,0-1000
2198,0,0,0,1000-2000
2199,0,0,0,0-1000
2200,0,0,0,0-1000
2201,0,0,0,0-1000
2202,0,0,0,0-1000
2203,0,0,0,0-1000
2204,0,0,0,0-1000
2205,0,0,0,0-1000
2206,1,0,0,0-1000
2207,0,0,0,0-1000
2208,0,1,37,0-1000
2209,0,0,0,0-1000
2210,0,0,0,0-1000
2211,0,0,0,0-1000
2212,0,0,0,0-1000
2213,0,0,0,0-1000
2214,0,0,0,0-1000
2215,0,0,0,0-1000
2216,0,0,0,0-1000
2217,0,0,0,0-1000
2218,0,0,0,0-1000
2219,0,0,0,0-1000
2220,0,0,0,0-1000
2221,0,0,0,2000-3000
2222,0,0,0,1000-2000
2223,0,0,0,0-1000
2224,0,0,0,0-1000
2225,0,0,0,0-1000
2226,0,0,0,5000-max
2227,0,0,0,0-1000
2228,0,0,0,0-1000
2229,0,0,0,0-1000
2230,0,0,0,0-1000
2231,0,0,0,0-1000
2232,0,0,0,1000-2000
2233,0,0,0,0-1000
2234,0,0,0,0-1000
2235,0,0,0,0-1000
2236,0,0,0,0-1000
2237,0,0,0,0-1000
2238,0,0,0,5000-max
2239,0,0,0,0-1000
2240,0,0,0,0-1000
2241,0,0,0,0-1000
2242,0,0,0,0-1000
2243,1,1,29,2000-3000
2244,0,0,0,0-1000
2245,0,0,0,0-1000
2246,1,0,0,1000-2000
2247,0,0,0,0-1000
2248,0,0,0,0-1000
2249,0,0,0,0-1000
2250,0,0,0,0-1000
2251,0,0,0,0-1000
2252,0,0,0,0-1000
2253,0,0,0,0-1000
2254,0,0,0,0-1000
2255,0,0,0,0-1000
2256,0,0,0,0-1000
2257,0,0,0,0-1000
2258,0,0,0,1000-2000
2259,0,0,0,0-1000
2260,0,1,0,1000-2000
2261,0,1,28,2000-3000
2262,0,0,0,0-1000
2263,0,0,0,0-1000
2264,0,0,0,1000-2000
2265,0,0,0,3000-4000
2266,0,0,0,5000-max
2267,0,0,0,1000-2000
2268,0,0,0,0-1000
2269,0,0,0,0-1000
2270,0,0,0,2000-3000
2271,0,0,0,0-1000
2272,0,0,0,3000-4000
2273,0,0,0,0-1000
2274,0,0,0,0-1000
2275,0,0,0,5000-max
2276,0,0,0,5000-max
2277,0,0,0,1000-2000
2278,0,0,0,2000-3000
2279,0,0,0,0-1000
2280,0,0,0,0-1000
2281,0,0,0,0-1000
2282,0,0,0,0-1000
2283,0,1,19,1000-2000
2284,1,1,17,5000-max
2285,0,0,0,5000-max
2286,0,0,0,0-1000
2287,0,0,0,2000-3000
2288,0,0,0,0-1000
2289,0,0,0,0-1000
2290,0,0,0,3000-4000
2291,0,0,0,3000-4000
2292,0,0,0,0-1000
2293,0,0,0,0-1000
2294,1,0,0,0-1000
2295,0,0,0,1000-2000
2296,0,0,0,0-1000
2297,0,0,0,0-1000
2298,1,0,0,0-1000
2299,0,0,0,0-1000
2300,0,0,0,0-1000
2301,1,1,39,1000-2000
2302,0,0,0,0-1000
2303,0,0,0,2000-3000
2304,0,0,0,0-1000
2305,0,0,0,1000-2000
2306,0,0,0,0-1000
2307,0,0,0,1000-2000
2308,0,0,0,1000-2000
2309,0,0,0,0-1000
2310,0,0,0,0-1000
2311,0,0,0,0-1000
2312,0,0,0,0-1000
2313,0,0,0,1000-2000
2314,0,0,0,0-1000
2315,0,0,0,0-1000
2316,0,0,0,0-1000
2317,0,1,36,0-1000
2318,1,0,0,0-1000
2319,0,0,0,0-1000
2320,0,0,0,2000-3000
2321,1,0,0,0-1000
2322,0,0,0,0-1000
2323,0,1,29,0-1000
2324,0,0,0,0-1000
2325,0,0,0,5000-max
2326,0,0,0,2000-3000
2327,0,0,0,0-1000
2328,0,0,0,0-1000
2329,0,0,0,0-1000
2330,0,0,0,5000-max
2331,0,0,0,5000-max
2332,0,0,0,0-1000
2333,0,0,0,0-1000
2334,0,0,0,1000-2000
2335,0,0,0,0-1000
2336,0,0,0,0-1000
2337,0,0,0,0-1000
2338,0,0,0,0-1000
2339,0,0,0,0-1000
2340,0,0,0,0-1000
2341,0,0,0,2000-3000
2342,0,0,0,0-1000
2343,0,0,0,0-1000
2344,0,0,0,0-1000
2345,0,0,0,0-1000
2346,0,0,0,0-1000
2347,1,1,0,1000-2000
2348,0,0,0,1000-2000
2349,0,0,0,0-1000
2350,0,0,0,0-1000
2351,0,0,0,0-1000
2352,0,0,0,0-1000
2353,0,0,0,0-1000
2354,0,0,0,0-1000
2355,0,0,0,0-1000
2356,0,0,0,0-1000
2357,0,0,0,0-1000
2358,1,0,0,1000-2000
2359,0,0,0,0-1000
2360,0,0,0,0-1000
2361,1,0,0,0-1000
2362,0,0,0,1000-2000
2363,0,0,0,2000-3000
2364,0,0,0,0-1000
2365,0,0,0,0-1000
2366,0,0,0,0-1000
2367,0,0,0,0-1000
2368,0,0,0,0-1000
2369,0,0,0,0-1000
2370,0,0,0,0-1000
2371,0,0,0,0-1000
2372,0,0,0,3000-4000
2373,0,0,0,1000-2000
2374,0,0,0,0-1000
2375,0,0,0,1000-2000
2376,0,0,0,5000-max
2377,0,0,0,0-1000
2378,0,0,0,0-1000
2379,0,0,0,1000-2000
2380,0,0,0,0-1000
2381,0,0,0,1000-2000
2382,0,0,0,0-1000
2383,0,1,0,0-1000
2384,0,0,0,0-1000
2385,0,0,0,0-1000
2386,0,0,0,0-1000
2387,0,0,0,0-1000
2388,0,0,0,0-1000
2389,1,0,0,0-1000
2390,0,0,0,0-1000
2391,0,0,0,0-1000
2392,0,0,0,5000-max
2393,0,0,0,0-1000
2394,0,0,0,0-1000
2395,0,0,0,0-1000
2396,0,0,0,0-1000
2397,0,0,0,0-1000
2398,0,0,0,0-1000
2399,0,1,30,1000-2000
2400,0,0,0,0-1000
2401,0,0,0,0-1000
2402,0,0,0,0-1000
2403,0,0,0,0-1000
2404,0,0,0,0-1000
2405,0,0,0,0-1000
2406,0,0,0,2000-3000
2407,0,0,0,5000-max
2408,0,0,0,0-1000
2409,1,0,0,0-1000
2410,0,0,0,0-1000
2411,0,0,0,1000-2000
2412,0,0,0,1000-2000
2413,0,0,0,0-1000
2414,0,0,0,5000-max
2415,0,0,0,0-1000
2416,0,0,0,5000-max
2417,0,0,0,0-1000
2418,0,0,0,0-1000
2419,0,0,0,0-1000
2420,0,0,0,0-1000
2421,0,0,0,0-1000
2422,0,1,42,0-1000
2423,0,0,0,1000-2000
2424,0,0,0,0-1000
2425,0,0,0,0-1000
2426,0,0,0,0-1000
2427,0,0,0,0-1000
2428,1,1,14,5000-max
2429,0,0,0,0-1000
2430,0,0,0,0-1000
2431,0,1,41,0-1000
2432,0,0,0,1000-2000
2433,1,0,0,0-1000
2434,0,1,16,4000-5000
2435,1,0,0,0-1000
2436,0,0,0,1000-2000
2437,0,0,0,0-1000
2438,0,0,0,0-1000
2439,0,0,0,0-1000
2440,0,0,0,0-1000
2441,0,0,0,0-1000
2442,0,0,0,0-1000
2443,0,0,0,0-1000
2444,0,0,0,0-1000
2445,0,0,0,0-1000
2446,0,0,0,0-1000
2447,0,0,0,0-1000
2448,0,0,0,0-1000
2449,1,1,36,0-1000
2450,0,0,0,2000-3000
2451,0,0,0,0-1000
2452,0,0,0,0-1000
2453,0,0,0,0-1000
2454,0,0,0,0-1000
2455,0,0,0,1000-2000
2456,0,0,0,0-1000
2457,0,1,38,0-1000
2458,0,0,0,0-1000
2459,0,0,0,0-1000
2460,0,0,0,0-1000
2461,1,0,0,0-1000
2462,0,0,0,0-1000
2463,0,0,0,0-1000
2464,0,0,0,0-1000
2465,0,0,0,0-1000
2466,0,0,0,5000-max
2467,0,0,0,0-1000
2468,0,0,0,0-1000
2469,0,0,0,1000-2000
2470,0,0,0,0-1000
2471,0,0,0,0-1000
2472,0,0,0,0-1000
2473,0,0,0,0-1000
2474,0,0,0,5000-max
2475,0,0,0,0-1000
2476,0,0,0,1000-2000
2477,0,0,0,0-1000
2478,0,0,0,0-1000
2479,0,0,0,0-1000
2480,0,0,0,0-1000
2481,0,0,0,0-1000
2482,0,0,0,0-1000
2483,0,0,0,0-1000
2484,0,0,0,1000-2000
2485,0,0,0,0-1000
2486,0,0,0,0-1000
2487,0,0,0,0-1000
2488,1,1,41,1000-2000
2489,0,0,0,0-1000
2490,0,0,0,0-1000
2491,0,0,0,0-1000
2492,0,0,0,0-1000
2493,0,0,0,0-1000
2494,0,0,0,0-1000
2495,0,0,0,5000-max
2496,0,0,0,0-1000
2497,0,0,0,0-1000
2498,0,0,0,0-1000
2499,0,0,0,0-1000
2500,0,0,0,0-1000
2501,0,0,0,0-1000
2502,0,0,0,5000-max
2503,0,0,0,0-1000
2504,0,0,0,1000-2000
2505,0,0,0,0-1000
2506,0,0,0,0-1000
2507,1,0,0,3000-4000
2508,0,0,0,0-1000
2509,0,0,0,0-1000
2510,0,0,0,0-1000
2511,0,0,0,0-1000
2512,0,0,0,1000-2000
2513,0,0,0,0-1000
2514,0,0,0,0-1000
2515,0,0,0,0-1000
2516,0,0,0,0-1000
2517,1,0,0,0-1000
2518,0,0,0,1000-2000
2519,0,0,0,0-1000
2520,0,0,0,0-1000
2521,0,0,0,0-1000
2522,0,0,0,2000-3000
2523,0,0,0,0-1000
2524,0,0,0,0-1000
2525,0,0,0,0-1000
2526,1,1,32,1000-2000
2527,0,0,0,0-1000
2528,0,0,0,0-1000
2529,0,0,0,0-1000
2530,0,0,0,0-1000
2531,0,0,0,0-1000
2532,0,0,0,1000-2000
2533,0,1,38,0-1000
2534,0,0,0,0-1000
2535,0,0,0,0-1000
2536,0,0,0,2000-3000
2537,0,0,0,0-1000
2538,0,0,0,0-1000
2539,0,0,0,0-1000
2540,0,0,0,0-1000
2541,0,1,38,0-1000
2542,0,0,0,0-1000
2543,0,0,0,0-1000
2544,0,0,0,0-1000
2545,0,0,0,0-1000
2546,0,0,0,0-1000
2547,1,0,0,0-1000
2548,0,0,0,0-1000
2549,0,0,0,0-1000
2550,0,0,0,0-1000
2551,0,1,26,1000-2000
2552,1,0,0,0-1000
2553,0,0,0,1000-2000
2554,0,0,0,0-1000
2555,0,0,0,0-1000
2556,0,0,0,0-1000
2557,0,0,0,0-1000
2558,0,0,0,0-1000
2559,0,0,0,1000-2000
2560,0,0,0,3000-4000
2561,0,0,0,0-1000
2562,0,0,0,0-1000
2563,0,0,0,0-1000
2564,0,0,0,5000-max
2565,0,0,0,0-1000
2566,0,0,0,0-1000
2567,0,0,0,5000-max
2568,0,0,0,0-1000
2569,0,0,0,5000-max
2570,0,0,0,0-1000
2571,0,0,0,0-1000
2572,0,0,0,0-1000
2573,0,0,0,1000-2000
2574,0,0,0,0-1000
2575,0,0,0,0-1000
2576,0,0,0,0-1000
2577,0,0,0,0-1000
2578,0,0,0,0-1000
2579,0,0,0,1000-2000
2580,0,0,0,0-1000
2581,0,0,0,0-1000
2582,0,0,0,1000-2000
2583,0,0,0,0-1000
2584,0,0,0,0-1000
2585,0,0,0,0-1000
2586,0,0,0,0-1000
2587,0,0,0,0-1000
2588,0,0,0,0-1000
2589,0,0,0,5000-max
2590,0,0,0,0-1000
2591,0,0,0,0-1000
2592,0,0,0,0-1000
2593,0,0,0,0-1000
2594,0,0,0,3000-4000
2595,0,0,0,0-1000
2596,0,0,0,0-1000
2597,0,0,0,0-1000
2598,0,0,0,1000-2000
2599,0,0,0,0-1000
2600,0,0,0,0-1000
2601,0,0,0,0-1000
2602,0,0,0,0-1000
2603,1,1,38,0-1000
2604,0,0,0,0-1000
2605,0,0,0,0-1000
2606,0,0,0,0-1000
2607,0,0,0,0-1000
2608,0,0,0,0-1000
2609,0,0,0,5000-max
2610,0,0,0,0-1000
2611,0,0,0,5000-max
2612,0,0,0,1000-2000
2613,0,0,0,0-1000
2614,1,0,0,0-1000
2615,0,0,0,0-1000
2616,0,0,0,1000-2000
2617,0,0,0,0-1000
2618,0,0,0,0-1000
2619,0,1,39,0-1000
2620,0,0,0,0-1000
2621,0,1,20,1000-2000
2622,0,0,0,0-1000
2623,0,0,0,0-1000
2624,0,1,22,5000-max
2625,0,0,0,0-1000
2626,0,0,0,0-1000
2627,0,0,0,0-1000
2628,0,0,0,3000-4000
2629,0,0,0,0-1000
2630,1,0,0,0-1000
2631,0,0,0,0-1000
2632,0,0,0,0-1000
2633,1,1,33,1000-2000
2634,0,0,0,0-1000
2635,0,0,0,0-1000
2636,0,1,30,0-1000
2637,0,0,0,0-1000
2638,0,0,0,0-1000
2639,0,0,0,0-1000
2640,0,0,0,0-1000
2641,0,0,0,0-1000
2642,0,0,0,0-1000
2643,0,0,0,0-1000
2644,0,0,0,0-1000
2645,0,1,42,0-1000
2646,0,0,0,0-1000
2647,0,0,0,0-1000
2648,0,0,0,4000-5000
2649,0,0,0,0-1000
2650,0,0,0,0-1000
2651,1,1,25,4000-5000
2652,0,0,0,0-1000
2653,0,0,0,0-1000
2654,0,0,0,0-1000
2655,0,1,15,0-1000
2656,0,0,0,0-1000
2657,0,0,0,0-1000
2658,0,0,0,4000-5000
2659,0,0,0,0-1000
2660,0,0,0,0-1000
2661,0,0,0,0-1000
2662,1,0,0,0-1000
2663,0,0,0,0-1000
2664,0,0,0,0-1000
2665,0,0,0,0-1000
2666,1,0,0,2000-3000
2667,0,0,0,3000-4000
2668,0,0,0,0-1000
2669,0,0,0,0-1000
2670,0,0,0,0-1000
2671,0,0,0,0-1000
2672,0,0,0,0-1000
2673,0,0,0,0-1000
2674,0,0,0,0-1000
2675,0,0,0,1000-2000
2676,0,0,0,0-1000
2677,0,0,0,0-1000
2678,0,0,0,0-1000
2679,0,0,0,0-1000
2680,0,0,0,0-1000
2681,0,0,0,0-1000
2682,0,0,0,0-1000
2683,0,0,0,0-1000
2684,0,0,0,0-1000
2685,1,1,39,0-1000
2686,0,0,0,0-1000
2687,0,0,0,0-1000
2688,1,0,0,1000-2000
2689,0,0,0,0-1000
2690,0,1,40,2000-3000
2691,0,0,0,0-1000
2692,0,0,0,0-1000
2693,0,0,0,0-1000
2694,1,1,22,1000-2000
2695,0,0,0,0-1000
2696,0,0,0,0-1000
2697,0,0,0,2000-3000
2698,0,0,0,0-1000
2699,0,0,0,4000-5000
2700,0,0,0,1000-2000
2701,0,0,0,0-1000
2702,0,0,0,3000-4000
2703,0,0,0,0-1000
2704,0,0,0,0-1000
2705,0,0,0,0-1000
2706,0,0,0,0-1000
2707,0,0,0,0-1000
2708,0,0,0,0-1000
2709,0,1,39,1000-2000
2710,0,0,0,0-1000
2711,0,0,0,0-1000
2712,0,0,0,0-1000
2713,0,0,0,0-1000
2714,0,0,0,0-1000
2715,0,0,0,0-1000
2716,0,0,0,0-1000
2717,0,0,0,0-1000
2718,0,0,0,0-1000
2719,0,0,0,1000-2000
2720,0,0,0,2000-3000
2721,0,0,0,0-1000
2722,0,0,0,0-1000
2723,0,0,0,0-1000
2724,0,0,0,0-1000
2725,0,0,0,0-1000
2726,0,0,0,0-1000
2727,0,0,0,0-1000
2728,0,0,0,2000-3000
2729,0,0,0,0-1000
2730,1,1,33,0-1000
2731,0,0,0,0-1000
2732,0,0,0,0-1000
2733,0,0,0,0-1000
2734,0,0,0,0-1000
2735,0,0,0,0-1000
2736,0,0,0,5000-max
2737,0,0,0,0-1000
2738,0,0,0,0-1000
2739,0,1,23,4000-5000
2740,0,0,0,0-1000
2741,0,0,0,5000-max
2742,0,0,0,0-1000
2743,0,0,0,0-1000
2744,0,0,0,0-1000
2745,0,0,0,0-1000
2746,1,0,0,2000-3000
2747,0,0,0,0-1000
2748,0,0,0,0-1000
2749,0,0,0,0-1000
2750,0,0,0,0-1000
2751,0,0,0,0-1000
2752,0,0,0,0-1000
2753,0,0,0,0-1000
2754,0,0,0,0-1000
2755,0,0,0,0-1000
2756,0,0,0,0-1000
2757,0,0,0,0-1000
2758,0,0,0,0-1000
2759,0,0,0,0-1000
2760,0,0,0,1000-2000
2761,0,0,0,0-1000
2762,0,0,0,0-1000
2763,0,0,0,0-1000
2764,0,0,0,0-1000
2765,0,0,0,0-1000
2766,0,0,0,0-1000
2767,0,1,0,0-1000
2768,0,0,0,0-1000
2769,0,0,0,0-1000
2770,0,0,0,0-1000
2771,0,0,0,0-1000
2772,0,0,0,0-1000
2773,0,0,0,0-1000
2774,0,0,0,0-1000
2775,0,0,0,2000-3000
2776,0,0,0,0-1000
2777,0,0,0,0-1000
2778,0,0,0,0-1000
2779,0,0,0,0-1000
2780,1,0,0,1000-2000
2781,0,0,0,0-1000
2782,0,0,0,0-1000
2783,0,0,0,0-1000
2784,0,0,0,0-1000
2785,0,0,0,0-1000
2786,0,0,0,1000-2000
2787,0,0,0,0-1000
2788,0,0,0,0-1000
2789,0,0,0,0-1000
2790,0,0,0,0-1000
2791,0,1,29,1000-2000
2792,0,0,0,0-1000
2793,0,0,0,0-1000
2794,0,0,0,3000-4000
2795,1,0,0,0-1000
2796,0,0,0,0-1000
2797,0,1,27,2000-3000
2798,0,1,40,0-1000
2799,0,0,0,0-1000
2800,0,0,0,5000-max
2801,0,0,0,0-1000
2802,0,0,0,0-1000
2803,0,0,0,0-1000
2804,0,0,0,0-1000
2805,0,0,0,0-1000
2806,0,0,0,0-1000
2807,0,0,0,0-1000
2808,0,0,0,0-1000
2809,0,0,0,0-1000
2810,0,0,0,4000-5000
2811,0,0,0,0-1000
2812,0,0,0,0-1000
2813,0,0,0,0-1000
2814,0,0,0,0-1000
2815,0,0,0,0-1000
2816,0,0,0,0-1000
2817,0,0,0,0-1000
2818,1,0,0,0-1000
2819,0,0,0,0-1000
2820,0,0,0,0-1000
2821,0,0,0,0-1000
2822,0,0,0,0-1000
2823,0,0,0,0-1000
2824,0,0,0,1000-2000
2825,0,0,0,0-1000
2826,0,0,0,0-1000
2827,0,0,0,0-1000
2828,0,0,0,5000-max
2829,0,0,0,2000-3000
2830,0,0,0,0-1000
2831,0,0,0,0-1000
2832,1,0,0,0-1000
2833,0,0,0,0-1000
2834,0,0,0,0-1000
2835,0,0,0,1000-2000
2836,0,0,0,1000-2000
2837,0,0,0,1000-2000
2838,0,0,0,0-1000
2839,0,0,0,0-1000
2840,0,0,0,0-1000
2841,0,0,0,0-1000
2842,0,0,0,2000-3000
2843,0,0,0,0-1000
2844,0,0,0,0-1000
2845,1,1,31,2000-3000
2846,0,0,0,0-1000
2847,0,0,0,0-1000
2848,0,0,0,0-1000
2849,0,0,0,0-1000
2850,0,0,0,0-1000
2851,0,0,0,0-1000
2852,0,0,0,0-1000
2853,0,0,0,0-1000
2854,0,0,0,1000-2000
2855,0,0,0,0-1000
2856,0,0,0,0-1000
2857,0,0,0,0-1000
2858,0,0,0,0-1000
2859,0,0,0,0-1000
2860,0,0,0,0-1000
2861,0,0,0,0-1000
2862,1,0,0,0-1000
2863,0,0,0,1000-2000
2864,0,0,0,0-1000
2865,0,0,0,0-1000
2866,0,0,0,0-1000
2867,1,1,30,3000-4000
2868,0,0,0,0-1000
2869,0,0,0,0-1000
2870,1,0,0,0-1000
2871,0,1,35,1000-2000
2872,0,0,0,0-1000
2873,0,0,0,2000-3000
2874,1,1,37,0-1000
2875,0,0,0,0-1000
2876,0,0,0,0-1000
2877,0,0,0,0-1000
2878,0,0,0,0-1000
2879,0,0,0,0-1000
2880,0,0,0,0-1000
2881,0,0,0,2000-3000
2882,0,0,0,0-1000
2883,0,0,0,1000-2000
2884,0,0,0,0-1000
2885,0,0,0,0-1000
2886,0,1,46,0-1000
2887,0,0,0,0-1000
2888,0,0,0,0-1000
2889,0,0,0,0-1000
2890,0,0,0,0-1000
2891,0,0,0,0-1000
2892,0,0,0,0-1000
2893,0,0,0,2000-3000
2894,0,0,0,0-1000
2895,0,0,0,1000-2000
2896,0,0,0,0-1000
2897,0,0,0,0-1000
2898,0,0,0,0-1000
2899,0,0,0,0-1000
2900,0,0,0,5000-max
2901,0,0,0,0-1000
2902,0,0,0,0-1000
2903,0,0,0,0-1000
2904,0,0,0,1000-2000
2905,0,0,0,0-1000
2906,0,0,0,0-1000
2907,1,1,36,0-1000
2908,0,0,0,0-1000
2909,0,0,0,0-1000
2910,0,0,0,1000-2000
2911,0,0,0,1000-2000
2912,0,0,0,0-1000
2913,0,0,0,0-1000
2914,1,0,0,1000-2000
2915,0,0,0,0-1000
2916,1,0,0,0-1000
2917,0,0,0,1000-2000
2918,0,0,0,0-1000
2919,0,0,0,0-1000
2920,0,0,0,0-1000
2921,0,1,23,0-1000
2922,0,0,0,0-1000
2923,0,0,0,0-1000
2924,0,0,0,0-1000
2925,0,0,0,0-1000
2926,0,0,0,0-1000
2927,0,0,0,0-1000
2928,0,0,0,1000-2000
2929,0,0,0,0-1000
2930,1,0,0,0-1000
2931,0,0,0,1000-2000
2932,0,0,0,5000-max
2933,0,0,0,0-1000
2934,0,0,0,0-1000
2935,0,0,0,0-1000
2936,0,0,0,0-1000
2937,0,0,0,0-1000
2938,0,0,0,0-1000
2939,0,0,0,0-1000
2940,1,0,0,0-1000
2941,0,0,0,2000-3000
2942,0,0,0,0-1000
2943,0,0,0,0-1000
2944,1,0,0,3000-4000
2945,0,0,0,0-1000
2946,0,1,36,0-1000
2947,0,0,0,0-1000
2948,0,0,0,0-1000
2949,0,0,0,0-1000
2950,0,0,0,0-1000
2951,0,0,0,0-1000
2952,0,0,0,0-1000
2953,0,0,0,0-1000
2954,0,0,0,0-1000
2955,0,0,0,0-1000
2956,0,0,0,0-1000
2957,0,0,0,0-1000
2958,0,0,0,0-1000
2959,0,0,0,0-1000
2960,0,0,0,0-1000
2961,0,0,0,0-1000
2962,0,0,0,0-1000
2963,0,0,0,0-1000
2964,1,0,0,2000-3000
2965,0,0,0,5000-max
2966,0,0,0,0-1000
2967,0,0,0,0-1000
2968,0,0,0,0-1000
2969,0,0,0,0-1000
2970,0,1,32,2000-3000
2971,0,0,0,0-1000
2972,0,0,0,0-1000
2973,1,0,0,3000-4000
2974,0,0,0,0-1000
2975,0,0,0,1000-2000
2976,0,0,0,0-1000
2977,0,0,0,0-1000
2978,1,1,35,1000-2000
2979,0,0,0,3000-4000
2980,0,0,0,0-1000
2981,0,0,0,0-1000
2982,0,0,0,0-1000
2983,0,0,0,0-1000
2984,0,1,0,0-1000
2985,0,0,0,0-1000
2986,0,0,0,0-1000
2987,0,0,0,0-1000
2988,0,0,0,0-1000
2989,0,0,0,2000-3000
2990,0,0,0,2000-3000
2991,0,0,0,0-1000
2992,1,1,36,0-1000
2993,0,0,0,0-1000
2994,0,0,0,0-1000
2995,0,0,0,0-1000
2996,0,0,0,1000-2000
2997,0,0,0,0-1000
2998,0,0,0,3000-4000
2999,0,0,0,0-1000
3000,0,0,0,0-1000
3001,0,0,0,2000-3000
3002,0,0,0,0-1000
3003,0,0,0,2000-3000
3004,0,0,0,0-1000
3005,0,0,0,0-1000
3006,0,0,0,0-1000
3007,1,0,0,0-1000
3008,0,0,0,0-1000
3009,0,0,0,0-1000
3010,0,0,0,0-1000
